01459|LJSpeech|ɹᵻlˈæps wʌz ɹˈæpɪd ænd ɪnˈɛvᵻɾəbəl, sˌoʊ ðætðə lˈæɾɚ stˈeɪt ʌvðə pɹˈɪzən wʌz wˈɜːs ðɐn ðə fˈɜːst.|ɹᵻlˈæps wʌz ɹˈæpɪd ænd ɪnˈɛvᵻɾəbəl, sˌoʊ ðætðə lˈæɾɚ stˈeɪt ʌvðə pɹˈɪzən wʌz wˈɜːs ðɐn ðə fˈɜːst.
00961|LJSpeech|ɐ mˈʌtʃ lˈeɪɾɚɹ ˈækt, ðə fˈoːɹtiːn dʒˈɔːɹdʒ ðə θˈɜːd sˈiː. fˈɪftinˈaɪn sˈɛvəntˌiːn sˈɛvəntifˈoːɹ,|ɐ mˈʌtʃ lˈeɪɾɚɹ ˈækt, ðə fˈoːɹtiːn dʒˈɔːɹdʒ ðə θˈɜːd sˈiː. fˈɪftinˈaɪn sˈɛvəntˌiːn sˈɛvəntifˈoːɹ,
00444|LJSpeech|jˈɛt ðə pˈʌblɪk əpˈɪniən ʌvðə hˈoʊl bˈɑːdi sˈiːmz tə hæv tʃˈɛkt dˌɪsɪpˈeɪʃən.|jˈɛt ðə pˈʌblɪk əpˈɪniən ʌvðə hˈoʊl bˈɑːdi sˈiːmz tə hæv tʃˈɛkt dˌɪsɪpˈeɪʃən.
01078|LJSpeech|ðə lˈuːmz wɜː kˈɑːnstəntli bˈɪzi. tˈeɪlɚz wɜːɹ ˈɔːlweɪz æt wˈɜːk, ænd ˈɛvɹi ˈɑːɹɾɪkəl ʌv klˈoʊðɪŋ ænd bˈɛdɪŋ wʌz mˌeɪd ˌʌp wɪðˌɪn ðə wˈɔːlz.|ðə lˈuːmz wɜː kˈɑːnstəntli bˈɪzi. tˈeɪlɚz wɜːɹ ˈɔːlweɪz æt wˈɜːk, ænd ˈɛvɹi ˈɑːɹɾɪkəl ʌv klˈoʊðɪŋ ænd bˈɛdɪŋ wʌz mˌeɪd ˌʌp wɪðˌɪn ðə wˈɔːlz.
01251|LJSpeech|ðə pɹəvˈɪʒən ʌv sˈɛpɹət slˈiːpɪŋ sˈɛlz wʌz stˈɪl kwˈaɪt ɪnˈædɪkwət. fɔːɹ ˈɪnstəns,|ðə pɹəvˈɪʒən ʌv sˈɛpɹət slˈiːpɪŋ sˈɛlz wʌz stˈɪl kwˈaɪt ɪnˈædɪkwət. fɔːɹ ˈɪnstəns,
01943|LJSpeech|nˈuːɡeɪt ɪz ˈoʊnli lˈɛs ɛkstˈɛnsɪvli ɪndʒˈʊɹɹiəs ðɐn fˈɔːɹmɚli bɪkˈʌz ɪɾ ɪz lˈɛs kɹˈaʊdᵻd.|nˈuːɡeɪt ɪz ˈoʊnli lˈɛs ɛkstˈɛnsɪvli ɪndʒˈʊɹɹiəs ðɐn fˈɔːɹmɚli bɪkˈʌz ɪɾ ɪz lˈɛs kɹˈaʊdᵻd.
00087|LJSpeech|wɜː ðə lˈiːdɚz ɪn ðɪs lˈʌkləs tʃˈeɪndʒ, ðˌoʊ ˌaʊɚɹ ˈoʊn bˈæskɚvˌɪl, hˌuː wʌz æt wˈɜːk sˌʌm jˈɪɹz bᵻfˈoːɹ ðˌɛm, wɛnt mˈʌtʃ ɔnðə sˈeɪm lˈaɪnz;|wɜː ðə lˈiːdɚz ɪn ðɪs lˈʌkləs tʃˈeɪndʒ, ðˌoʊ ˌaʊɚɹ ˈoʊn bˈæskɚvˌɪl, hˌuː wʌz æt wˈɜːk sˌʌm jˈɪɹz bᵻfˈoːɹ ðˌɛm, wɛnt mˈʌtʃ ɔnðə sˈeɪm lˈaɪnz;
01465|LJSpeech|tə ðiːz wɜː stˈɪl ˈædᵻd ɐn ˈævɹɪdʒ ʌv ɐbˌaʊt fˈɪfti ɛkspˈɛktɪŋ ðə lˈæst pˈɛnəlɾi ʌvðə lˈɔː; ɐ sˈɜːʔn̩ nˈʌmbɚɹ ʌv tɹˈænspoːɹts ɐwˈeɪɾɪŋ ɹᵻmˈuːvəl tə ðə kˈɑːləniz;|tə ðiːz wɜː stˈɪl ˈædᵻd ɐn ˈævɹɪdʒ ʌv ɐbˌaʊt fˈɪfti ɛkspˈɛktɪŋ ðə lˈæst pˈɛnəlɾi ʌvðə lˈɔː; ɐ sˈɜːʔn̩ nˈʌmbɚɹ ʌv tɹˈænspoːɹts ɐwˈeɪɾɪŋ ɹᵻmˈuːvəl tə ðə kˈɑːləniz;
01502|LJSpeech|ɪf ɐ mˈæn ɪz pˈʊɹ ænd ɹˈæɡᵻd, haʊˈɛvɚɹ ˌɪnɛkspˈiəɹɪənst ɪn kɹˈaɪm, ɔːɹ haʊˈɛvɚ tɹˈaɪflɪŋ mˈeɪ biː ðɪ əfˈɛns fɔːɹ wˌɪtʃ hiː hɐzbɪn kəmˈɪɾᵻd|ɪf ɐ mˈæn ɪz pˈʊɹ ænd ɹˈæɡᵻd, haʊˈɛvɚɹ ˌɪnɛkspˈiəɹɪənst ɪn kɹˈaɪm, ɔːɹ haʊˈɛvɚ tɹˈaɪflɪŋ mˈeɪ biː ðɪ əfˈɛns fɔːɹ wˌɪtʃ hiː hɐzbɪn kəmˈɪɾᵻd
01296|LJSpeech|mˈɛnɪəv ðˌɛm kənsˈɪstᵻd ʌv wˈʌn ɔːɹ tˈuː ɹˈuːmz æt mˈoʊst.|mˈɛnɪəv ðˌɛm kənsˈɪstᵻd ʌv wˈʌn ɔːɹ tˈuː ɹˈuːmz æt mˈoʊst.
02117|LJSpeech|ænd ˈæftɚɹ ɐ lˈɔŋ ˈɪntɚvəl hɪz dˈɛd bˈɑːdi wʌz dɪskˈʌvɚd, ʃˈɑːkɪŋli dɪsfˈɪɡɚd, ɪn ɐ dˈɪtʃ. ðɪs wʌz ɪn ˈeɪtiːn ˈoʊ tˈuː.|ænd ˈæftɚɹ ɐ lˈɔŋ ˈɪntɚvəl hɪz dˈɛd bˈɑːdi wʌz dɪskˈʌvɚd, ʃˈɑːkɪŋli dɪsfˈɪɡɚd, ɪn ɐ dˈɪtʃ. ðɪs wʌz ɪn ˈeɪtiːn ˈoʊ tˈuː.
01380|LJSpeech|ɪt wʌz sədʒˈɛstᵻd ðætðə ɹˈuːlz fɹˈeɪmd fɔːɹ pɹˈɪzən ɡˈʌvɚnmənt ʃˌʊd biː sˈʌbdʒɛktᵻd tə ðə sˈɛkɹətɹi ʌv stˈeɪt fɔːɹ ɐpɹˈuːvəl,|ɪt wʌz sədʒˈɛstᵻd ðætðə ɹˈuːlz fɹˈeɪmd fɔːɹ pɹˈɪzən ɡˈʌvɚnmənt ʃˌʊd biː sˈʌbdʒɛktᵻd tə ðə sˈɛkɹətɹi ʌv stˈeɪt fɔːɹ ɐpɹˈuːvəl,
00982|LJSpeech|ɪt wʌz fˈɜːðɚɹ ˈɔːɹdɚd ðæt mˈeɪl pɹˈɪzənɚz ʃˌʊd biː kˈɛpt pˈɜːfɛktli dɪstˈɪŋkt fɹʌmðə fˈiːmeɪlz.|ɪt wʌz fˈɜːðɚɹ ˈɔːɹdɚd ðæt mˈeɪl pɹˈɪzənɚz ʃˌʊd biː kˈɛpt pˈɜːfɛktli dɪstˈɪŋkt fɹʌmðə fˈiːmeɪlz.
00239|LJSpeech|ðoʊz hˌuː wɜː ðɪ ˈoʊldɪst əfˈɛndɚz, sˈɛntənst tə tɹænspoːɹtˈeɪʃən, ænd hˌuː hæd nˈæɹoʊli ɛskˈeɪpt ðə pˈɛnəlɾi ʌv dˈɛθ.|ðoʊz hˌuː wɜː ðɪ ˈoʊldɪst əfˈɛndɚz, sˈɛntənst tə tɹænspoːɹtˈeɪʃən, ænd hˌuː hæd nˈæɹoʊli ɛskˈeɪpt ðə pˈɛnəlɾi ʌv dˈɛθ.
00552|LJSpeech|ðiːz sʌbˈoːɹdᵻnət tʃˈiːfs wɜːɹ ˈɔːlsoʊ ɹᵻwˈɔːɹdᵻd ˌaʊɾəv ðə skˈænti pɹˈɪzən ɹˈæʃənz.|ðiːz sʌbˈoːɹdᵻnət tʃˈiːfs wɜːɹ ˈɔːlsoʊ ɹᵻwˈɔːɹdᵻd ˌaʊɾəv ðə skˈænti pɹˈɪzən ɹˈæʃənz.
01372|LJSpeech|əpˌɑːn ðə ɹˈuːlz ænd dˈɪsɪplˌɪn ðɛɹˈɪn ɪstˈæblɪʃt wɪð ɹᵻɡˈɑːɹd tə ðə tɹˈiːtmənt ʌv ʌŋkənvˈɪktᵻd æz wˈɛl æz kənvˈɪktᵻd pˈɜːsənz."|əpˌɑːn ðə ɹˈuːlz ænd dˈɪsɪplˌɪn ðɛɹˈɪn ɪstˈæblɪʃt wɪð ɹᵻɡˈɑːɹd tə ðə tɹˈiːtmənt ʌv ʌŋkənvˈɪktᵻd æz wˈɛl æz kənvˈɪktᵻd pˈɜːsənz."
01185|LJSpeech|"ðə nˈuː dʒˈeɪlz," æz hˈaʊɚd sˈɛz, "hˌævɪŋ pˈɑːmpəs fɹˈʌnts, ɐpˈɪɹ lˈaɪk pˈælɪsᵻz tə ðə lˈoʊɚ klˈæs ʌv pˈiːpəl, ænd mˈɛni pˈɜːsənz ɑːɹ ɐɡˈɛnst ðˌɛm ˌɔn ðɪs ɐkˈaʊnt."|"ðə nˈuː dʒˈeɪlz," æz hˈaʊɚd sˈɛz, "hˌævɪŋ pˈɑːmpəs fɹˈʌnts, ɐpˈɪɹ lˈaɪk pˈælɪsᵻz tə ðə lˈoʊɚ klˈæs ʌv pˈiːpəl, ænd mˈɛni pˈɜːsənz ɑːɹ ɐɡˈɛnst ðˌɛm ˌɔn ðɪs ɐkˈaʊnt."
01009|LJSpeech|ænd ðə tˈɜːŋkiː tˈoʊld mˈɪstɚ bˈʌkstən ðætðə "smˈɛl ˌɔn fˈɜːst ˈoʊpənɪŋ ðə dˈoːɹ wʌz ɪnˈʌf tə nˈɑːk dˌaʊn ɐ hˈɔːɹs.|ænd ðə tˈɜːŋkiː tˈoʊld mˈɪstɚ bˈʌkstən ðætðə "smˈɛl ˌɔn fˈɜːst ˈoʊpənɪŋ ðə dˈoːɹ wʌz ɪnˈʌf tə nˈɑːk dˌaʊn ɐ hˈɔːɹs.
01931|LJSpeech|ɪn ɛndˈɛvɚɹɪŋ tʊ ɚɹˈɛst kəntˌæmᵻnˈeɪʃən, pɹˈɪzənɚz wɜː mˈoːɹ klˈoʊsli kənfˈaɪnd, ænd ɐsˈoʊsɪˌeɪɾᵻd ɪn smˈɔːlɚ nˈʌmbɚz;|ɪn ɛndˈɛvɚɹɪŋ tʊ ɚɹˈɛst kəntˌæmᵻnˈeɪʃən, pɹˈɪzənɚz wɜː mˈoːɹ klˈoʊsli kənfˈaɪnd, ænd ɐsˈoʊsɪˌeɪɾᵻd ɪn smˈɔːlɚ nˈʌmbɚz;
00960|LJSpeech|ɪn dɪstˈɪŋkt ɹˈuːmz, ˌɔn pˈeɪn ʌv fˈɔːɹfɪɾɪŋ hɪz ˈɑːfɪs ænd tɹˈɛbəl dˈæmɪdʒᵻz tə ðə pˈɑːɹɾi ɐɡɹˈiːvd."|ɪn dɪstˈɪŋkt ɹˈuːmz, ˌɔn pˈeɪn ʌv fˈɔːɹfɪɾɪŋ hɪz ˈɑːfɪs ænd tɹˈɛbəl dˈæmɪdʒᵻz tə ðə pˈɑːɹɾi ɐɡɹˈiːvd."
01605|LJSpeech|ðə dˈeɪz wɜː pˈæst ɪn ˈaɪdəlnəs, dᵻbˈɔːtʃɚɹi, ɹˈaɪəɾəs kwˈɔːɹəlɪŋ, ɪmˈɔːɹəl kɑːnvɚsˈeɪʃən,|ðə dˈeɪz wɜː pˈæst ɪn ˈaɪdəlnəs, dᵻbˈɔːtʃɚɹi, ɹˈaɪəɾəs kwˈɔːɹəlɪŋ, ɪmˈɔːɹəl kɑːnvɚsˈeɪʃən,
01740|LJSpeech|ɪt hæd ðə bˈæd ɪfˈɛkt ʌv dɪstɹˈæktɪŋ ɐtˈɛnʃən,|ɪt hæd ðə bˈæd ɪfˈɛkt ʌv dɪstɹˈæktɪŋ ɐtˈɛnʃən,
00530|LJSpeech|fɹˈɛndz ɚɹˈaɪvd ɐbˌaʊt nˈaɪn ˈeɪ.ˈɛm., ænd wɛnt ˈaʊt æt nˈaɪn pˈiː.ˈɛm., wˌɛn æz mˈɛni æz tˈuː hˈʌndɹɪd vˈɪzɪɾɚz hɐvbɪn əbzˈɜːvd lˈiːvɪŋ ðə dˈɛɾɚz jˈɑːɹdz æt wˈʌn tˈaɪm.|fɹˈɛndz ɚɹˈaɪvd ɐbˌaʊt nˈaɪn ˈeɪ.ˈɛm., ænd wɛnt ˈaʊt æt nˈaɪn pˈiː.ˈɛm., wˌɛn æz mˈɛni æz tˈuː hˈʌndɹɪd vˈɪzɪɾɚz hɐvbɪn əbzˈɜːvd lˈiːvɪŋ ðə dˈɛɾɚz jˈɑːɹdz æt wˈʌn tˈaɪm.
01056|LJSpeech|ɔːlɹˈɛdi, æz ˈɜːli æz ˈeɪtiːn ˈeɪtiːn, ɐ pɹˈɪzən ɛɡzˈɪstᵻd æt bˈɛɹi sˈeɪnt ˈɛdmʌndz wˌɪtʃ wʌzɐ mˈɑːdəl fɔːɹ ˌɪmɪtˈeɪʃən tʊ ˈʌðɚz æt ðæt tˈaɪm,|ɔːlɹˈɛdi, æz ˈɜːli æz ˈeɪtiːn ˈeɪtiːn, ɐ pɹˈɪzən ɛɡzˈɪstᵻd æt bˈɛɹi sˈeɪnt ˈɛdmʌndz wˌɪtʃ wʌzɐ mˈɑːdəl fɔːɹ ˌɪmɪtˈeɪʃən tʊ ˈʌðɚz æt ðæt tˈaɪm,
01467|LJSpeech|ðɪ ɛkstʃˈɛkɚ, ðə kəmˈɪʃənɚz ʌv bˈæŋkɹʌptsi ænd ʌv tˈæksᵻz; smˈʌɡlɚz, ænd ɐ lˈɑːɹdʒɚ nˈʌmbɚ sˈɛntənst fɔːɹ vˈɛɹi ʃˈɔːɹt tˈɜːmz,|ðɪ ɛkstʃˈɛkɚ, ðə kəmˈɪʃənɚz ʌv bˈæŋkɹʌptsi ænd ʌv tˈæksᵻz; smˈʌɡlɚz, ænd ɐ lˈɑːɹdʒɚ nˈʌmbɚ sˈɛntənst fɔːɹ vˈɛɹi ʃˈɔːɹt tˈɜːmz,
00249|LJSpeech|dᵻɹˈɛktli ˌʌndɚ ðə tʃˈæpəl, ɪnwˌɪtʃ ðɛɹwˌɜː θɹˈiː sˈɛlz, jˈuːzd ˈiːðɚ fɚðə kənfˈaɪnmənt ʌv dɪsˈoːɹdɚli ænd ɹᵻfɹˈæktɚɹi pɹˈɪzənɚz,|dᵻɹˈɛktli ˌʌndɚ ðə tʃˈæpəl, ɪnwˌɪtʃ ðɛɹwˌɜː θɹˈiː sˈɛlz, jˈuːzd ˈiːðɚ fɚðə kənfˈaɪnmənt ʌv dɪsˈoːɹdɚli ænd ɹᵻfɹˈæktɚɹi pɹˈɪzənɚz,
01929|LJSpeech|"wˌɪtʃ hɐzbɪn dˈɛmənstɹəbli pɹˈuːvd təbi ðə fɹˈuːtfəl sˈoːɹs ʌv ˈɔːl ðɪ ɐbjˈuːsᵻz ænd ɪɹˌɛɡjʊlˈæɹᵻɾiz wˌɪtʃ hæv sˌoʊ lˈɔŋ dɪsɡɹˈeɪst nˈuːɡeɪt,|"wˌɪtʃ hɐzbɪn dˈɛmənstɹəbli pɹˈuːvd təbi ðə fɹˈuːtfəl sˈoːɹs ʌv ˈɔːl ðɪ ɐbjˈuːsᵻz ænd ɪɹˌɛɡjʊlˈæɹᵻɾiz wˌɪtʃ hæv sˌoʊ lˈɔŋ dɪsɡɹˈeɪst nˈuːɡeɪt,
01327|LJSpeech|θɹuː ðə bˈɑːɹz ʌvwˈɪtʃ kwˈɪlz ɔːɹ ɹˈiːdz wɜːɹ ɪnsˈɜːɾᵻd, ænd dɹˈɪŋk kənvˈeɪd tə ðə pɹˈɪzənɚz.|θɹuː ðə bˈɑːɹz ʌvwˈɪtʃ kwˈɪlz ɔːɹ ɹˈiːdz wɜːɹ ɪnsˈɜːɾᵻd, ænd dɹˈɪŋk kənvˈeɪd tə ðə pɹˈɪzənɚz.
01385|LJSpeech|ðə jˈuːs ʌv təbˈækoʊ, hˈɪðɚtˌuː pɹˈɪɾi dʒˈɛnɚɹəli ɪndˈʌldʒd ɪn bˈoʊθ baɪ mˈɛn ænd wˈɪmɪn,|ðə jˈuːs ʌv təbˈækoʊ, hˈɪðɚtˌuː pɹˈɪɾi dʒˈɛnɚɹəli ɪndˈʌldʒd ɪn bˈoʊθ baɪ mˈɛn ænd wˈɪmɪn,
02061|LJSpeech|æt ðɪ ˌɛksɪkjˈuːʃən ʌv ɡˈʌvɚnɚ wˈɔːl, ɪn ˈeɪtiːn ˈoʊ tˈuː, ðə fjˈʊɹɹiəs hˈeɪtɹɪd ʌvðə mˈɑːb wʌz plˈeɪnli ɐpˈæɹənt ɪn ðɛɹ ɐpˈɔːlɪŋ kɹˈaɪz.|æt ðɪ ˌɛksɪkjˈuːʃən ʌv ɡˈʌvɚnɚ wˈɔːl, ɪn ˈeɪtiːn ˈoʊ tˈuː, ðə fjˈʊɹɹiəs hˈeɪtɹɪd ʌvðə mˈɑːb wʌz plˈeɪnli ɐpˈæɹənt ɪn ðɛɹ ɐpˈɔːlɪŋ kɹˈaɪz.
00372|LJSpeech|bˌiːɪŋ ˈɔfən əblˈaɪdʒd tə pˈeɪ ɐ hˈaɪ ɹˈɛnt fɚɹə bˈɛd æt ðə kˈɔfihˈaʊs ɔːɹ ɪn sˌʌm ɹˈuːm wˌɪtʃ wʌz vˈeɪkeɪɾᵻd baɪ ɪts ɹˈɛɡjʊlɚɹ ˈɑːkjʊpənt.|bˌiːɪŋ ˈɔfən əblˈaɪdʒd tə pˈeɪ ɐ hˈaɪ ɹˈɛnt fɚɹə bˈɛd æt ðə kˈɔfihˈaʊs ɔːɹ ɪn sˌʌm ɹˈuːm wˌɪtʃ wʌz vˈeɪkeɪɾᵻd baɪ ɪts ɹˈɛɡjʊlɚɹ ˈɑːkjʊpənt.
01532|LJSpeech|ðɛɹ ɚɹˈɪdʒɪnəl kˈæpɪɾəl hɐdbɪn ɐ fjˈuː ʃˈɪlɪŋz, ænd fɔːɹ ðɪs ðeɪ pˈɜːtʃɪst ðə ɹˈaɪt tə tˈæks ðɛɹ fˈɛloʊz tə ðɪ ɛkstˈɛnt ʌv pˈaʊndz pɜː wˈiːk.|ðɛɹ ɚɹˈɪdʒɪnəl kˈæpɪɾəl hɐdbɪn ɐ fjˈuː ʃˈɪlɪŋz, ænd fɔːɹ ðɪs ðeɪ pˈɜːtʃɪst ðə ɹˈaɪt tə tˈæks ðɛɹ fˈɛloʊz tə ðɪ ɛkstˈɛnt ʌv pˈaʊndz pɜː wˈiːk.
01552|LJSpeech|ðə vˈɪktɪm ʌv ðɪs kɹˈuːəl ˈɪljˈuːsɪdʒ hˈævɪŋ "mˈoːɹ fˈɪɹ ʌvðə pˈaʊɚɹ ʌvðə wˈɔːɹdzmən tʊ ˈɪndʒɚ hˌɪm, ðɐn kˈɑːnfɪdəns ɪnðə ɡˈʌvɚnɚz pˈaʊɚ tə pɹətˈɛkt hˌɪm."|ðə vˈɪktɪm ʌv ðɪs kɹˈuːəl ˈɪljˈuːsɪdʒ hˈævɪŋ "mˈoːɹ fˈɪɹ ʌvðə pˈaʊɚɹ ʌvðə wˈɔːɹdzmən tʊ ˈɪndʒɚ hˌɪm, ðɐn kˈɑːnfɪdəns ɪnðə ɡˈʌvɚnɚz pˈaʊɚ tə pɹətˈɛkt hˌɪm."
01818|LJSpeech|ðə mˈæɾɚ wʌz stˈɪl fˈɜːðɚ kˈɑːmplᵻkˌeɪɾᵻd æt nˈuːɡeɪt baɪ ðə pɹˈɛzəns wɪðˌɪn ðə wˈɔːlz ʌv ʃˈæm lˈuːnətˌɪks. sˌʌm ʌv ðoʊz ɪŋklˈuːdᵻd ɪnðə kˈæɾɪɡɚɹi|ðə mˈæɾɚ wʌz stˈɪl fˈɜːðɚ kˈɑːmplᵻkˌeɪɾᵻd æt nˈuːɡeɪt baɪ ðə pɹˈɛzəns wɪðˌɪn ðə wˈɔːlz ʌv ʃˈæm lˈuːnətˌɪks. sˌʌm ʌv ðoʊz ɪŋklˈuːdᵻd ɪnðə kˈæɾɪɡɚɹi
01070|LJSpeech|æɾ ˈɪltʃɛstɚ ðə ɹˈuːl ʌv ɛmplˈɔɪmənt hɐdbɪn kˈæɹid fˈɜːðɚ.|æɾ ˈɪltʃɛstɚ ðə ɹˈuːl ʌv ɛmplˈɔɪmənt hɐdbɪn kˈæɹid fˈɜːðɚ.
01211|LJSpeech|ðə sˈɛkənd ˈækt, pˈæst ɪnðə fˈɑːloʊɪŋ jˈɪɹ, ɛnlˈɑːɹdʒd ænd ɐmˈɛndᵻd ðə fˈɜːst, ænd æt ðə sˈeɪm tˈaɪm ɡˈeɪv pˈaʊɚz tə ðə hˈaʊs|ðə sˈɛkənd ˈækt, pˈæst ɪnðə fˈɑːloʊɪŋ jˈɪɹ, ɛnlˈɑːɹdʒd ænd ɐmˈɛndᵻd ðə fˈɜːst, ænd æt ðə sˈeɪm tˈaɪm ɡˈeɪv pˈaʊɚz tə ðə hˈaʊs
01294|LJSpeech|wˌɪtʃ pəzˈɛst ðə ɹˈaɪt ʌv tɹˈaɪɪŋ kɹˈɪmɪnəlz fɔːɹ vˈɛɹiəs əfˈɛnsᵻz.|wˌɪtʃ pəzˈɛst ðə ɹˈaɪt ʌv tɹˈaɪɪŋ kɹˈɪmɪnəlz fɔːɹ vˈɛɹiəs əfˈɛnsᵻz.
01765|LJSpeech|ɪn ɐ sˈɛkənd ɹˈuːm wɜː fˈoːɹtiːn mˈoːɹ hˌuː hæd ˈɛvɹi hˈoʊp əvɚ ɹᵻpɹˈiːv.|ɪn ɐ sˈɛkənd ɹˈuːm wɜː fˈoːɹtiːn mˈoːɹ hˌuː hæd ˈɛvɹi hˈoʊp əvɚ ɹᵻpɹˈiːv.
01561|LJSpeech|ɐ wˈɔːɹdzmən dɪdnˌɑːt nˌɛsɪsˈɛɹᵻli lˈuːz hɪz sˌɪtʃuːˈeɪʃən fɔːɹ ɪt. nˈɔːɹ wʌz dɹˈɪŋk ðɪ ˈoʊnli kɹˈiːtʃɚ kˈʌmfɚt hiː mˌaɪt ɛndʒˈɔɪ.|ɐ wˈɔːɹdzmən dɪdnˌɑːt nˌɛsɪsˈɛɹᵻli lˈuːz hɪz sˌɪtʃuːˈeɪʃən fɔːɹ ɪt. nˈɔːɹ wʌz dɹˈɪŋk ðɪ ˈoʊnli kɹˈiːtʃɚ kˈʌmfɚt hiː mˌaɪt ɛndʒˈɔɪ.
01159|LJSpeech|ɪɾ ˈɜːnɪstli ˈædvəkˌeɪɾᵻd ðɪ ɐpˈɔɪntmənt ʌv fˈiːmeɪl ˈɑːfɪsɚz tə tˈeɪk ɛksklˈuːsɪv tʃˈɑːɹdʒ ʌv fˈiːmeɪl pɹˈɪzənɚz,|ɪɾ ˈɜːnɪstli ˈædvəkˌeɪɾᵻd ðɪ ɐpˈɔɪntmənt ʌv fˈiːmeɪl ˈɑːfɪsɚz tə tˈeɪk ɛksklˈuːsɪv tʃˈɑːɹdʒ ʌv fˈiːmeɪl pɹˈɪzənɚz,
00972|LJSpeech|jˈɛt ɐnˈʌðɚɹ ˈækt pˈæst ɪn sˈɛvəntˌiːn nˈaɪntiwˌʌn, ɪf pɹˈɑːpɚli əbzˈɜːvd, ʃˌʊdəv ɪnʃˈʊɹd pɹˈɑːpɚɹ ɐtˈɛnʃən tə ðˌɛm.|jˈɛt ɐnˈʌðɚɹ ˈækt pˈæst ɪn sˈɛvəntˌiːn nˈaɪntiwˌʌn, ɪf pɹˈɑːpɚli əbzˈɜːvd, ʃˌʊdəv ɪnʃˈʊɹd pɹˈɑːpɚɹ ɐtˈɛnʃən tə ðˌɛm.
01457|LJSpeech|ðə fˈækt wʌz ðætðə jˈɪɹz æz ðeɪ pˈæst, nˌɪɹli twˈɛnti ɪn ˈɔːl, hæd wˈɜːkt bˌʌt lˈɪɾəl pˈɜːmənənt ɪmpɹˈuːvmənt ɪn ðɪs dɪtˈɛstəbəl pɹˈɪzən.|ðə fˈækt wʌz ðætðə jˈɪɹz æz ðeɪ pˈæst, nˌɪɹli twˈɛnti ɪn ˈɔːl, hæd wˈɜːkt bˌʌt lˈɪɾəl pˈɜːmənənt ɪmpɹˈuːvmənt ɪn ðɪs dɪtˈɛstəbəl pɹˈɪzən.
00183|LJSpeech|ˈɔːl bˈʊks mˌaɪt biː æt lˈiːst kˈʌmli ænd wˈɛllˈʊkɪŋ: ænd ɪf tə ðiːz ɡˈʊd kwˈɔlᵻɾiz wɜːɹ ˈædᵻd ɹˈiəli bjˈuːɾifəl ˈɔːɹnəmənt ænd pˈɪktʃɚz,|ˈɔːl bˈʊks mˌaɪt biː æt lˈiːst kˈʌmli ænd wˈɛllˈʊkɪŋ: ænd ɪf tə ðiːz ɡˈʊd kwˈɔlᵻɾiz wɜːɹ ˈædᵻd ɹˈiəli bjˈuːɾifəl ˈɔːɹnəmənt ænd pˈɪktʃɚz,
00030|LJSpeech|ɪn fˈoːɹtiːn sˈɪkstifˈaɪv swˈeɪnhaɪm ænd pˈænɑːɹts bɪɡˈæn pɹˈɪntɪŋ ɪnðə mˈɑːnɐstɚɹi ʌv sˌʌbɪˈɑːkoʊ nˌɪɹ ɹˈoʊm,|ɪn fˈoːɹtiːn sˈɪkstifˈaɪv swˈeɪnhaɪm ænd pˈænɑːɹts bɪɡˈæn pɹˈɪntɪŋ ɪnðə mˈɑːnɐstɚɹi ʌv sˌʌbɪˈɑːkoʊ nˌɪɹ ɹˈoʊm,
02054|LJSpeech|ɐ ɡɹˈeɪt kˈɑːŋkoːɹs ʌv pˈiːpəl ɐtˈɛndᵻd ˌɔn ðɪs mˈɛləŋkˌɑːli əkˈeɪʒən.|ɐ ɡɹˈeɪt kˈɑːŋkoːɹs ʌv pˈiːpəl ɐtˈɛndᵻd ˌɔn ðɪs mˈɛləŋkˌɑːli əkˈeɪʒən.
01359|LJSpeech|tˈɪl ðə hˈoʊl bˈɑːdi ʌvðə slˈeɪvz wɜː mˈænjuːmˌɪɾᵻd ɪn ˈeɪtiːn θˈɜːɾiθɹˈiː.|tˈɪl ðə hˈoʊl bˈɑːdi ʌvðə slˈeɪvz wɜː mˈænjuːmˌɪɾᵻd ɪn ˈeɪtiːn θˈɜːɾiθɹˈiː.
00764|LJSpeech|wʌz stˈɪl pɹˈæktɪst, ðæt ʌv lˈoʊdɪŋ nˈuːliɚɹˈaɪvd pɹˈɪzənɚz ʌntˈɪl ðeɪ pˈeɪd sˈɜːʔn̩ fˈiːz.|wʌz stˈɪl pɹˈæktɪst, ðæt ʌv lˈoʊdɪŋ nˈuːliɚɹˈaɪvd pɹˈɪzənɚz ʌntˈɪl ðeɪ pˈeɪd sˈɜːʔn̩ fˈiːz.
00822|LJSpeech|ɪt ɹˌɛkəmˈɛndᵻd dˈeɪ sˈɛlz ɔːɹ ɹˈuːmz fɔːɹ ɹˈɛɡjʊlɚ lˈeɪbɚ, wˌɪtʃ ʃˌʊd biː kəmpˈʌlsɚɹi əpˌɑːn ˈɔːl tɹˈænspoːɹts ænd pɹˈɪzənɚz sˈɛntənst tə hˈɑːɹd lˈeɪbɚ,|ɪt ɹˌɛkəmˈɛndᵻd dˈeɪ sˈɛlz ɔːɹ ɹˈuːmz fɔːɹ ɹˈɛɡjʊlɚ lˈeɪbɚ, wˌɪtʃ ʃˌʊd biː kəmpˈʌlsɚɹi əpˌɑːn ˈɔːl tɹˈænspoːɹts ænd pɹˈɪzənɚz sˈɛntənst tə hˈɑːɹd lˈeɪbɚ,
